"","NOM_ENT","NOM_MUN","NOM_LOC","ALTITUD","POBTOT","lon_dd","lat_dd","CVE_EDO","CVE_MUN","CVE_LOC","COV_","COV_ID"
"80717","Nuevo Le,"Agualeguas","EL NOGAL","0340",55,-99.8783333333,26.3052777778,"19","002","0035",80718,80717
"80718","Nuevo Le,"Agualeguas","LOS NOGALES","0267",312,-99.7011111111,26.2422222222,"19","002","0036",80719,80718
"80719","Nuevo Le,"Agualeguas","OJO DE AGUA","0360",81,-99.8411111111,26.2763888889,"19","002","0037",80720,80719
"80720","Nuevo Le,"Agualeguas","EL PAPALOTE","0269",1,-99.7825,26.3241666667,"19","002","0041",80721,80720
"80721","Nuevo Le,"Agualeguas","EL PRIETO","0346",2,-99.9180555556,26.3030555556,"19","002","0045",80722,80721
"80722","Nuevo Le,"Agualeguas","LA PUR,"0320",6,-99.8697222222,26.3227777778,"19","002","0047",80723,80722
"80723","Nuevo Le,"Agualeguas","RANCHO NUEVO","0284",192,-99.9119444444,26.3511111111,"19","002","0048",80724,80723
"80724","Nuevo Le,"Agualeguas","LOS V,"0190",18,-99.5580555556,26.2975,"19","002","0060",80725,80724
"80725","Nuevo Le,"Agualeguas","EL RECODO","0185",9,-99.5508333333,26.3055555556,"19","002","0076",80726,80725
"80726","Nuevo Le,"Agualeguas","RANCHO SECO","0234",1,-99.6980555556,26.3241666667,"19","002","0087",80727,80726
"80727","Nuevo Le,"Agualeguas","PUERTA LAS OVEJAS","0200",4,-99.5788888889,26.2905555556,"19","002","0090",80728,80727
"80728","Nuevo Le,"Agualeguas","MINERVA","0169",4,-99.5355555556,26.2986111111,"19","002","0091",80729,80728
"80729","Nuevo Le,"Agualeguas","LOS ROBLES","0434",3,-99.8941666667,26.2544444444,"19","002","0097",80730,80729
"80730","Nuevo Le,"Agualeguas","SAN JOS,"0216",3,-99.6511111111,26.3388888889,"19","002","0111",80731,80730
"80731","Nuevo Le,"Agualeguas","SAN ANDR,"0226",10,-99.6433333333,26.2761111111,"19","002","0131",80732,80731
"80732","Nuevo Le,"Agualeguas","T,"0190",4,-99.5602777778,26.2988888889,"19","002","0134",80733,80732
"80733","Nuevo Le,"Agualeguas","PIEDRA PARADA","0159",2,-99.5208333333,26.26,"19","002","0136",80734,80733
"80734","Nuevo Le,"Agualeguas","LA BRISA","0267",3,-99.6972222222,26.235,"19","002","0140",80735,80734
"80735","Nuevo Le,"Agualeguas","CHAPA RAMOS DOS","0181",1,-99.5502777778,26.3838888889,"19","002","0154",80736,80735
"80736","Nuevo Le,"Agualeguas","EL ROBLE","0198",4,-99.5741666667,26.3077777778,"19","002","0163",80737,80736
"80737","Nuevo Le,"Agualeguas","SAN CRIST,"0210",3,-99.6127777778,26.3011111111,"19","002","0166",80738,80737
"80738","Nuevo Le,"Agualeguas","LOS MEZQUITES","0181",5,-99.5483333333,26.3911111111,"19","002","0170",80739,80738
"80739","Nuevo Le,"Agualeguas","EL DERRAME","0259",4,-99.8594444444,26.3766666667,"19","002","0173",80740,80739
"80740","Nuevo Le,"Agualeguas","SAGRADO CORAZ,"0242",4,-99.6747222222,26.2688888889,"19","002","0176",80741,80740
"80741","Nuevo Le,"Agualeguas","EL CHAMIZAL","0239",2,-99.6438888889,26.2475,"19","002","0177",80742,80741
"80742","Nuevo Le,"Agualeguas","LA CONCHITA","0250",3,-99.675,26.2458333333,"19","002","0180",80743,80742
"80743","Nuevo Le,"Agualeguas","LA BARRETA","0243",5,-99.6755555556,26.2625,"19","002","0181",80744,80743
"80744","Nuevo Le,"Agualeguas","SANTA FE","0195",4,-99.5672222222,26.3027777778,"19","002","0182",80745,80744
"80745","Nuevo Le,"Agualeguas","JES,"0186",1,-99.5377777778,26.3219444444,"19","002","0189",80746,80745
"80746","Nuevo Le,"Agualeguas","EL POTRERO","0286",2,-99.8675,26.3466666667,"19","002","0200",80747,80746
"80747","Nuevo Le,"Agualeguas","EL GUAJOLOTE","0140",4,-99.4436111111,26.3213888889,"19","002","0204",80748,80747
"80748","Nuevo Le,"Agualeguas","RUPERTO QUIROGA LANDA","0264",7,-99.7022222222,26.2552777778,"19","002","0219",80749,80748
"80749","Nuevo Le,"Agualeguas","SAN JOS,"0220",2,-99.655,26.3216666667,"19","002","0221",80750,80749
"80750","Nuevo Le,"Agualeguas","NINGUNO","0267",1,-99.6905555556,26.2288888889,"19","002","0223",80751,80750
"80751","Nuevo Le,"Agualeguas","LOS ELIZONDO N,"0281",1,-99.8436111111,26.3377777778,"19","002","0228",80752,80751
"80752","Nuevo Le,"Agualeguas","SAN ROBERTO","0304",4,-99.7416666667,26.2416666667,"19","002","0241",80753,80752
"80753","Nuevo Le,"Agualeguas","SANTOS VALADEZ (PIEDRA PARADA)","0166",2,-99.5227777778,26.2558333333,"19","002","0242",80754,80753
"80754","Nuevo Le,"Agualeguas","L,"0170",1,-99.4927777778,26.3730555556,"19","002","0246",80755,80754
"80755","Nuevo Le,"Agualeguas","AGUALEGUAS","0171",4,-99.5383333333,26.3036111111,"19","002","0264",80756,80755
"80756","Nuevo Le,"Agualeguas","JOS,"0183",9,-99.5505555556,26.3091666667,"19","002","0270",80757,80756
"80757","Nuevo Le,"Agualeguas","RAM,"0315",2,-99.8061111111,26.2916666667,"19","002","0282",80758,80757
"80758","Nuevo Le,"Agualeguas","EL ABUELO","0320",6,-99.8088888889,26.2894444444,"19","002","0283",80759,80758
"80759","Nuevo Le,"Agualeguas","DERMY","0330",2,-99.8177777778,26.285,"19","002","0297",80760,80759
"80760","Nuevo Le,"Agualeguas","RA,"0188",36,-99.5319444444,26.3347222222,"19","002","0306",80761,80760
"80761","Nuevo Le,"Los Aldamas","LOS ALDAMAS","0091",545,-99.1966666667,26.0644444444,"19","003","0001",80762,80761
"80762","Nuevo Le,"Los Aldamas","BARRIO ALDAMAS","0100",214,-99.1813888889,26.0805555556,"19","003","0004",80763,80762
"80763","Nuevo Le,"Los Aldamas","BUENA VISTA","0129",5,-99.27,25.9486111111,"19","003","0006",80764,80763
"80764","Nuevo Le,"Los Aldamas","ALDAMA [ESTACI,"0100",490,-99.2025,26.0244444444,"19","003","0010",80765,80764
"80765","Nuevo Le,"Los Aldamas","LA PALMITA","0138",20,-99.3044444444,25.9288888889,"19","003","0016",80766,80765
"80766","Nuevo Le,"Los Aldamas","SAN PEDRO","0110",20,-99.1852777778,25.9341666667,"19","003","0022",80767,80766
"80767","Nuevo Le,"Los Aldamas","LA SAND,"0144",18,-99.3222222222,25.9802777778,"19","003","0031",80768,80767
"80768","Nuevo Le,"Los Aldamas","LA LOMA [GANADERA]","0109",36,-99.2088888889,26.0638888889,"19","003","0037",80769,80768
"80769","Nuevo Le,"Los Aldamas","EL PIZARRO","0109",3,-99.2652777778,26.0416666667,"19","003","0040",80770,80769
"80770","Nuevo Le,"Los Aldamas","LAS ENRAMADITAS","0110",2,-99.2713888889,26.0575,"19","003","0047",80771,80770
"80771","Nuevo Le,"Los Aldamas","FACUNDA GARC,"0150",2,-99.2286111111,26.2327777778,"19","003","0059",80772,80771
"80772","Nuevo Le,"Los Aldamas","NINGUNO","0141",7,-99.2172222222,26.2322222222,"19","003","0060",80773,80772
"80773","Nuevo Le,"Los Aldamas","LOS CINCO HERMANOS","0110",1,-99.2058333333,26.0044444444,"19","003","0075",80774,80773
"80774","Nuevo Le,"Los Aldamas","SANTA FE","0120",2,-99.2116666667,26.2002777778,"19","003","0080",80775,80774
"80775","Nuevo Le,"Los Aldamas","PASO LA CUNA","0098",6,-99.2016666667,26.1219444444,"19","003","0088",80776,80775
"80776","Nuevo Le,"Los Aldamas","ARTURO CHAVERO","0149",3,-99.3405555556,26.0172222222,"19","003","0095",80777,80776
"80777","Nuevo Le,"Allende","CIUDAD DE ALLENDE","0454",26065,-100.020277778,25.2836111111,"19","004","0001",80778,80777
"80778","Nuevo Le,"Allende","ALTAMIRA","0492",62,-100.05,25.2938888889,"19","004","0002",80779,80778
"80779","Nuevo Le,"Allende","ATONGO DE ARRIBA","0376",38,-100.008055556,25.3472222222,"19","004","0004",80780,80779
"80780","Nuevo Le,"Allende","LA BOQUILLA (LAS BOQUILLAS)","0518",180,-100.043611111,25.2702777778,"19","004","0005",80781,80780
"80781","Nuevo Le,"Allende","EL CERRITO","0413",286,-99.9866666667,25.2952777778,"19","004","0006",80782,80781
"80782","Nuevo Le,"Allende","LA COLMENA DE ABAJO","0492",135,-100.045,25.2808333333,"19","004","0007",80783,80782
"80783","Nuevo Le,"Allende","LA COLMENA DE ARRIBA","0524",159,-100.054722222,25.2827777778,"19","004","0008",80784,80783
"80784","Nuevo Le,"Allende","LOS AGUIRRE","0371",110,-99.9466666667,25.3294444444,"19","004","0010",80785,80784
"80785","Nuevo Le,"Allende","CHANCACA (LOS CHANCACOS)","0460",39,-100.064444444,25.3236111111,"19","004","0011",80786,80785
"80786","Nuevo Le,"Allende","LOS GUZM,"0412",247,-100.028888889,25.3230555556,"19","004","0012",80787,80786
"80787","Nuevo Le,"Allende","LAZARILLOS DE ABAJO","0439",406,-100.050555556,25.3166666667,"19","004","0014",80788,80787
"80788","Nuevo Le,"Allende","LAZARILLOS DE ARRIBA","0451",223,-100.051111111,25.3083333333,"19","004","0015",80789,80788
"80789","Nuevo Le,"Allende","MATA DE GUAJE","0527",55,-100.072222222,25.2983333333,"19","004","0016",80790,80789
"80790","Nuevo Le,"Allende","LA NUEVA ESPERANZA","0452",28,-100.056666667,25.3202777778,"19","004","0017",80791,80790
"80791","Nuevo Le,"Allende","PASO HONDO","0401",790,-99.9680555556,25.2819444444,"19","004","0018",80792,80791
"80792","Nuevo Le,"Allende","LA PAZ","0390",27,-100.011666667,25.3352777778,"19","004","0019",80793,80792
"80793","Nuevo Le,"Allende","EL PORVENIR","0378",449,-99.9522222222,25.3055555556,"19","004","0020",80794,80793
"80794","Nuevo Le,"Allende","RA,"0458",55,-100.035555556,25.2525,"19","004","0021",80795,80794
"80795","Nuevo Le,"Allende","LOS SABINOS (SABINOS DE ABAJO)","0380",1111,-99.9861111111,25.3186111111,"19","004","0022",80796,80795
"80796","Nuevo Le,"Allende","SAN ANTONIO (HACIENDA SAN ANTONIO)","0410",432,-100.026111111,25.345,"19","004","0023",80797,80796
"80797","Nuevo Le,"Allende","LOS TERREROS","0349",331,-99.9425,25.3552777778,"19","004","0024",80798,80797
"80798","Nuevo Le,"Allende","EL VENADO","0370",36,-99.9752777778,25.3336111111,"19","004","0025",80799,80798
"80799","Nuevo Le,"Allende","J,"0371",439,-99.9516666667,25.295,"19","004","0026",80800,80799
"80800","Nuevo Le,"Allende","LOS BARROS","0464",41,-100.032222222,25.2725,"19","004","0029",80801,80800
"80801","Nuevo Le,"Allende","EL MAGUEY","0434",106,-100.007777778,25.3077777778,"19","004","0034",80802,80801
"80802","Nuevo Le,"Allende","LA ORQU,"0470",4,-100.0475,25.3,"19","004","0035",80803,80802
"80803","Nuevo Le,"Allende","EL ROSARIO (EL REPARO)","0422",2,-100.026388889,25.3152777778,"19","004","0036",80804,80803
"80804","Nuevo Le,"Allende","SAN CARLOS","0419",4,-99.9925,25.295,"19","004","0037",80805,80804
"80805","Nuevo Le,"Allende","BEJAR,"0418",2,-100.012777778,25.3194444444,"19","004","0042",80806,80805
"80806","Nuevo Le,"Allende","LAS PUENTES","0350",46,-99.9411111111,25.3191666667,"19","004","0046",80807,80806
"80807","Nuevo Le,"Allende","ATONGO DE ABAJO (ATONGO ALLENDE)","0369",215,-99.9894444444,25.3525,"19","004","0050",80808,80807
"80808","Nuevo Le,"Allende","LA CA,"0370",42,-99.9919444444,25.3383333333,"19","004","0051",80809,80808
"80809","Nuevo Le,"Allende","LOS LEALES","0431",4,-99.9963888889,25.2752777778,"19","004","0054",80810,80809
"80810","Nuevo Le,"Allende","EL MENTIDERO","0429",5,-99.9772222222,25.2722222222,"19","004","0059",80811,80810
"80811","Nuevo Le,"Allende","EL OLMO (MESETA DEL PATO)","0429",46,-99.9886111111,25.2791666667,"19","004","0063",80812,80811
"80812","Nuevo Le,"Allende","EL PATO","0420",10,-99.9794444444,25.2775,"19","004","0064",80813,80812
"80813","Nuevo Le,"Allende","EL PROVISOR","0350",33,-99.9436111111,25.3408333333,"19","004","0065",80814,80813
"80814","Nuevo Le,"Allende","SAN GABRIEL","0417",2,-99.9905555556,25.2941666667,"19","004","0068",80815,80814
"80815","Nuevo Le,"Allende","SAN JORGE","0420",21,-99.9930555556,25.2938888889,"19","004","0069",80816,80815
"80816","Nuevo Le,"Allende","LOMA DE LOS CAVAZOS (MAR,"0453",10,-100.034722222,25.3402777778,"19","004","0071",80817,80816
"80817","Nuevo Le,"Allende","VICENTE SALAZAR (LABORES NUEVAS)","0359",20,-99.9616666667,25.3597222222,"19","004","0077",80818,80817
"80818","Nuevo Le,"Allende","LA COMA","0428",9,-99.9836111111,25.2769444444,"19","004","0078",80819,80818
"80819","Nuevo Le,"Allende","EL TULAPAN","0431",12,-99.99,25.2755555556,"19","004","0079",80820,80819
"80820","Nuevo Le,"Allende","ALLENDE [UNIDAD AV,"0439",6,-99.9869444444,25.2783333333,"19","004","0080",80821,80820
"80821","Nuevo Le,"Allende","EL PATO (MESETA DEL PATO)","0435",11,-99.9808333333,25.2805555556,"19","004","0081",80822,80821
"80822","Nuevo Le,"Allende","TRES BOTELLAS (EL OLMO)","0426",9,-99.995,25.2908333333,"19","004","0082",80823,80822
"80823","Nuevo Le,"Allende","EL OLMO","0423",5,-99.9947222222,25.2919444444,"19","004","0083",80824,80823
"80824","Nuevo Le,"Allende","FEL,"0423",25,-99.9933333333,25.2905555556,"19","004","0084",80825,80824
"80825","Nuevo Le,"Allende","EL FAIS,"0422",8,-99.9977777778,25.2902777778,"19","004","0085",80826,80825
"80826","Nuevo Le,"Allende","ASHRAM EL CERRITO (GRANJA EL CANELO)","0420",4,-99.9788888889,25.2972222222,"19","004","0086",80827,80826
"80827","Nuevo Le,"Allende","LOS SABINOS DE ARRIBA","0400",13,-99.9891666667,25.3058333333,"19","004","0087",80828,80827
"80828","Nuevo Le,"Allende","LOMA MART,"0445",6,-99.9994444444,25.3105555556,"19","004","0091",80829,80828
"80829","Nuevo Le,"Allende","CATORCE DE SEPTIEMBRE","0396",4,-99.9619444444,25.2908333333,"19","004","0097",80830,80829
"80830","Nuevo Le,"Allende","LA CONCHITA (KIL,"0442",6,-100.008333333,25.2963888889,"19","004","0099",80831,80830
"80831","Nuevo Le,"Allende","LAS PL,"0404",2,-100.0225,25.3225,"19","004","0101",80832,80831
"80832","Nuevo Le,"Allende","LAS CRUCES [CARRETERA NACIONAL KIL,"0473",72,-100.0725,25.3372222222,"19","004","0102",80833,80832
"80833","Nuevo Le,"Allende","SAN JAVIER","0388",4,-99.9855555556,25.3347222222,"19","004","0105",80834,80833
"80834","Nuevo Le,"Allende","COLINAS DEL VERGEL","0404",8,-100.024444444,25.325,"19","004","0111",80835,80834
"80835","Nuevo Le,"Allende","LOS NARANJOS","0473",5,-100.035555556,25.2772222222,"19","004","0112",80836,80835
"80836","Nuevo Le,"Allende","VILLAS DE SAN ANTONIO","0423",13,-100.034444444,25.3152777778,"19","004","0113",80837,80836
"80837","Nuevo Le,"Allende","CAMPESTRE ALL GREEN","0492",17,-100.073333333,25.3194444444,"19","004","0117",80838,80837
"80838","Nuevo Le,"Allende","VILLAS CAMPESTRES DE RANCHO GRANDE","0531",30,-100.077777778,25.3227777778,"19","004","0118",80839,80838
"80839","Nuevo Le,"Allende","SAN ,"0441",4,-100.056944444,25.3222222222,"19","004","0119",80840,80839
"80840","Nuevo Le,"Allende","LA PALAPA","0440",4,-99.9991666667,25.2825,"19","004","0123",80841,80840
"80841","Nuevo Le,"An,"AN,"0197",16628,-100.132222222,27.2405555556,"19","005","0001",80842,80841
"80842","Nuevo Le,"An,"JARITA [ESTACI,"0200",8,-99.8027777778,27.4322222222,"19","005","0016",80843,80842
"80843","Nuevo Le,"An,"EL MILAGRO","0160",5,-100.020277778,27.0833333333,"19","005","0017",80844,80843
"80844","Nuevo Le,"An,"NUEVO AN,"0160",107,-100.034166667,27.0291666667,"19","005","0018",80845,80844
"80845","Nuevo Le,"An,"NUEVO CAMAR,"0161",62,-99.99,27.1016666667,"19","005","0019",80846,80845
"80846","Nuevo Le,"An,"NUEVO RODR,"0160",93,-100.013055556,27.0641666667,"19","005","0020",80847,80846
"80847","Nuevo Le,"An,"LA BURRA","0180",5,-99.9772222222,27.2169444444,"19","005","0025",80848,80847
"80848","Nuevo Le,"An,"REGANTES N,"0230",14,-100.360833333,27.355,"19","005","0032",80849,80848
"80849","Nuevo Le,"An,"REGANTES N,"0219",2,-100.343611111,27.3175,"19","005","0035",80850,80849
"80850","Nuevo Le,"An,"REGANTES N,"0234",2,-100.348055556,27.4247222222,"19","005","0039",80851,80850
"80851","Nuevo Le,"An,"OMAR C,"0180",3,-100.061944444,27.1291666667,"19","005","0042",80852,80851
"80852","Nuevo Le,"An,"SALINILLAS","0240",89,-100.403055556,27.4355555556,"19","005","0045",80853,80852
"80853","Nuevo Le,"An,"SAN FRANCISCO","0130",5,-99.8219444444,26.8786111111,"19","005","0046",80854,80853
"80854","Nuevo Le,"An,"LAS BUGAMBILIAS","0130",8,-99.7769444444,26.9197222222,"19","005","0048",80855,80854
"80855","Nuevo Le,"An,"EL NUEVO PILLAJE (LOS BANCOS)","0240",2,-100.180555556,27.7383333333,"19","005","0054",80856,80855
"80856","Nuevo Le,"An,"LOS DIFUNTOS (SAN FERNANDO)","0230",3,-100.244444444,27.6852777778,"19","005","0055",80857,80856
"80857","Nuevo Le,"An,"EL PILLAJE","0220",2,-100.187222222,27.6866666667,"19","005","0058",80858,80857
"80858","Nuevo Le,"An,"CUEVAS PINTAS","0235",1,-100.150833333,27.6947222222,"19","005","0059",80859,80858
"80859","Nuevo Le,"An,"LAGUNA DE LA LECHE (SAN PABLO)","0240",1,-100.268888889,27.7372222222,"19","005","0060",80860,80859
"80860","Nuevo Le,"An,"EL CUERVO","0229",9,-100.291111111,27.5788888889,"19","005","0061",80861,80860
"80861","Nuevo Le,"An,"LA CAPILLA","0250",12,-100.236388889,27.6255555556,"19","005","0062",80862,80861
"80862","Nuevo Le,"An,"SAN NICOL,"0235",3,-99.9766666667,27.5336111111,"19","005","0075",80863,80862
"80863","Nuevo Le,"An,"LAS COMPUERTAS","0240",1,-100.374444444,27.4269444444,"19","005","0078",80864,80863
"80864","Nuevo Le,"An,"LOS SANTIAGOS","0240",2,-100.376666667,27.4672222222,"19","005","0083",80865,80864
"80865","Nuevo Le,"An,"EL TRI,"0240",4,-100.3275,27.4188888889,"19","005","0088",80866,80865
"80866","Nuevo Le,"An,"LAS V,"0240",2,-100.098055556,27.5577777778,"19","005","0094",80867,80866
"80867","Nuevo Le,"An,"LA BOTA","0239",3,-99.9605555556,27.4408333333,"19","005","0099",80868,80867
"80868","Nuevo Le,"An,"CUCUYAS","0220",3,-100.0175,27.4752777778,"19","005","0103",80869,80868
"80869","Nuevo Le,"An,"SAN JOS,"0231",3,-99.9755555556,27.5319444444,"19","005","0104",80870,80869
"80870","Nuevo Le,"An,"EL PERICO","0200",3,-100.038055556,27.3730555556,"19","005","0109",80871,80870
"80871","Nuevo Le,"An,"CAMAR,"0208",3,-99.9522222222,27.355,"19","005","0112",80872,80871
"80872","Nuevo Le,"An,"EL PUERTO","0210",3,-99.95,27.3747222222,"19","005","0113",80873,80872
"80873","Nuevo Le,"An,"ALTO AN,"0250",3,-99.8927777778,27.3983333333,"19","005","0114",80874,80873
"80874","Nuevo Le,"An,"LEONARDO MART,"0217",1,-100.242222222,27.2997222222,"19","005","0120",80875,80874
"80875","Nuevo Le,"An,"LA VENADA","0210",1,-100.096666667,27.2966666667,"19","005","0130",80876,80875
"80876","Nuevo Le,"An,"EL TAPEISTE","0234",5,-99.8988888889,27.3711111111,"19","005","0132",80877,80876
"80877","Nuevo Le,"An,"LAS MORAS","0180",4,-100.114722222,27.1830555556,"19","005","0133",80878,80877
"80878","Nuevo Le,"An,"CASA BLANCA","0192",5,-100.148055556,27.2202777778,"19","005","0137",80879,80878
"80879","Nuevo Le,"An,"SAN MIGUELITO","0193",3,-100.150555556,27.2094444444,"19","005","0142",80880,80879
"80880","Nuevo Le,"An,"EL NOGAL","0180",7,-100.023888889,27.1708333333,"19","005","0151",80881,80880
"80881","Nuevo Le,"An,"LA BATIDORA","0180",6,-100.016944444,27.12,"19","005","0156",80882,80881
"80882","Nuevo Le,"An,"LA NORIA","0160",1,-100.013888889,27.0425,"19","005","0164",80883,80882
"80883","Nuevo Le,"An,"SAN ALBERTO","0130",5,-99.7355555556,27.0808333333,"19","005","0170",80884,80883
"80884","Nuevo Le,"An,"EL CENTENARIO","0140",4,-99.865,26.9413888889,"19","005","0183",80885,80884
"80885","Nuevo Le,"An,"EL RINC,"0140",6,-99.8666666667,26.8811111111,"19","005","0185",80886,80885
"80886","Nuevo Le,"An,"PALO HUECO","0143",5,-99.8816666667,26.9088888889,"19","005","0186",80887,80886
"80887","Nuevo Le,"An,"EL SETENTA","0133",1,-99.8730555556,26.8991666667,"19","005","0187",80888,80887
"80888","Nuevo Le,"An,"COLOMBIA","0143",514,-99.7594444444,27.7033333333,"19","005","0209",80889,80888
"80889","Nuevo Le,"An,"COLOMBIA","0150",27,-99.7944444444,27.7188888889,"19","005","0210",80890,80889
"80890","Nuevo Le,"An,"LA CRUZ","0169",1,-99.8141666667,27.6683333333,"19","005","0212",80891,80890
"80891","Nuevo Le,"An,"LA CAPILLA LADO SUR (LA CAPILLA)","0220",1,-100.263055556,27.2994444444,"19","005","0219",80892,80891
"80892","Nuevo Le,"An,"GUADALUPE (BERNAB,"0240",1,-100.318055556,27.5238888889,"19","005","0232",80893,80892
"80893","Nuevo Le,"An,"LA CHARRETERA (LOS ARCOS)","0199",6,-99.7694444444,27.4380555556,"19","005","0242",80894,80893
"80894","Nuevo Le,"An,"EL COCHE","0221",5,-100.239722222,27.5322222222,"19","005","0244",80895,80894
"80895","Nuevo Le,"An,"LA PITA","0154",1,-99.805,27.7002777778,"19","005","0249",80896,80895
"80896","Nuevo Le,"An,"EL CUARENTA","0240",5,-100.406111111,27.4258333333,"19","005","0253",80897,80896
"80897","Nuevo Le,"An,"LOS CUEVA","0212",7,-100.192222222,27.2991666667,"19","005","0256",80898,80897
"80898","Nuevo Le,"An,"LA CURVA","0200",3,-100.068888889,27.2755555556,"19","005","0257",80899,80898
"80899","Nuevo Le,"An,"DIEZ HERMANOS (LOS ALVARADO)","0230",3,-100.360555556,27.3475,"19","005","0259",80900,80899
"80900","Nuevo Le,"An,"EL DOCE","0214",1,-100.166111111,27.3069444444,"19","005","0262",80901,80900
"80901","Nuevo Le,"An,"DO,"0203",1,-100.303055556,27.2766666667,"19","005","0265",80902,80901
"80902","Nuevo Le,"An,"LOS GARZA","0239",1,-100.374444444,27.4166666667,"19","005","0276",80903,80902
"80903","Nuevo Le,"An,"LA GLORIA","0140",65,-99.8111111111,26.9030555556,"19","005","0278",80904,80903
"80904","Nuevo Le,"An,"LOS HERN,"0230",9,-100.350555556,27.3525,"19","005","0284",80905,80904
"80905","Nuevo Le,"An,"IN,"0225",2,-100.284444444,27.3161111111,"19","005","0287",80906,80905
"80906","Nuevo Le,"An,"LOS LAURELES","0200",1,-100.249722222,27.2561111111,"19","005","0292",80907,80906
"80907","Nuevo Le,"An,"LAS MARGARITAS","0218",4,-100.351111111,27.3166666667,"19","005","0298",80908,80907
"80908","Nuevo Le,"An,"MATA","0170",3,-99.9522222222,27.1591666667,"19","005","0304",80909,80908
"80909","Nuevo Le,"An,"EL MORO","0220",2,-100.188333333,27.595,"19","005","0307",80910,80909
"80910","Nuevo Le,"An,"LOS MONSIV,"0238",1,-100.338055556,27.4602777778,"19","005","0311",80911,80910
"80911","Nuevo Le,"An,"EL NOVENTA Y UNO","0186",3,-100.086111111,27.1344444444,"19","005","0313",80912,80911
"80912","Nuevo Le,"An,"LAS PE,"0131",7,-99.8511111111,26.8883333333,"19","005","0319",80913,80912
"80913","Nuevo Le,"An,"FELIPE BALDERAS","0199",2,-100.03,27.2155555556,"19","005","0325",80914,80913
"80914","Nuevo Le,"An,"PUENTE DEL R,"0179",29,-99.8763888889,26.98,"19","005","0326",80915,80914
"80915","Nuevo Le,"An,"RANCHO NUEVO Y HERMANAS","0202",4,-99.8958333333,27.6719444444,"19","005","0330",80916,80915
"80916","Nuevo Le,"An,"RANCHO SECO","0221",2,-100.333888889,27.4,"19","005","0331",80917,80916
"80917","Nuevo Le,"An,"LA R,"0240",5,-100.400833333,27.4422222222,"19","005","0332",80918,80917
"80918","Nuevo Le,"An,"EL REFUGIO","0184",1,-100.041388889,27.2955555556,"19","005","0337",80919,80918
"80919","Nuevo Le,"An,"REGANTES N,"0166",3,-100.037222222,27.09,"19","005","0338",80920,80919
"80920","Nuevo Le,"An,"LA ROSITA","0254",3,-100.258055556,27.6294444444,"19","005","0342",80921,80920
"80921","Nuevo Le,"An,"LOS SALAZAR","0240",3,-100.344166667,27.4772222222,"19","005","0344",80922,80921
"80922","Nuevo Le,"An,"SAN JUAN (LOS TREJO)","0232",4,-100.367777778,27.3880555556,"19","005","0356",80923,80922
"80923","Nuevo Le,"An,"SAN JUAN","0204",2,-100.108888889,27.2513888889,"19","005","0357",80924,80923
"80924","Nuevo Le,"An,"SAN LUIS","0130",1,-99.7858333333,26.8988888889,"19","005","0358",80925,80924
"80925","Nuevo Le,"An,"SAN MIGUEL","0194",2,-100.206666667,27.2355555556,"19","005","0359",80926,80925
"80926","Nuevo Le,"An,"SANTA GERTRUDIS","0170",3,-99.9708333333,27.1144444444,"19","005","0364",80927,80926
"80927","Nuevo Le,"An,"LOS TORRES","0222",14,-100.253333333,27.3163888889,"19","005","0373",80928,80927
"80928","Nuevo Le,"An,"EL TREINTA Y CUATRO","0222",5,-100.351388889,27.4044444444,"19","005","0376",80929,80928
"80929","Nuevo Le,"An,"DOS HERMANOS","0237",1,-100.340277778,27.4319444444,"19","005","0380",80930,80929
"80930","Nuevo Le,"An,"EL ZAFIRO","0182",3,-99.8977777778,27.0427777778,"19","005","0390",80931,80930
"80931","Nuevo Le,"An,"ANSELMO RIVERA","0189",1,-100.144444444,27.1438888889,"19","005","0395",80932,80931
"80932","Nuevo Le,"An,"LAS CINCO EMES","0229",1,-100.361388889,27.39,"19","005","0398",80933,80932
"80933","Nuevo Le,"An,"CRUZ NI,"0220",5,-100.391388889,27.3538888889,"19","005","0399",80934,80933
"80934","Nuevo Le,"An,"LOS CAMPOZANO","0226",3,-100.281944444,27.3194444444,"19","005","0401",80935,80934
"80935","Nuevo Le,"An,"FERNANDO MONTEMAYOR","0209",3,-100.192222222,27.2733333333,"19","005","0406",80936,80935
"80936","Nuevo Le,"An,"EL DURAZNO (LOS ,"0197",3,-100.16,27.2636111111,"19","005","0409",80937,80936
"80937","Nuevo Le,"An,"GRACIAS A DIOS","0190",5,-100.144722222,27.2447222222,"19","005","0410",80938,80937
"80938","Nuevo Le,"An,"EL GARCE,"0180",1,-100.073333333,27.1636111111,"19","005","0411",80939,80938
"80939","Nuevo Le,"An,"LOS G,"0220",1,-100.232777778,27.3136111111,"19","005","0413",80940,80939
"80940","Nuevo Le,"An,"JES,"0220",2,-100.391666667,27.3513888889,"19","005","0418",80941,80940
"80941","Nuevo Le,"An,"KIL,"0225",1,-100.298888889,27.3183333333,"19","005","0422",80942,80941
"80942","Nuevo Le,"An,"MIGUEL VARGAS","0189",2,-100.1125,27.1475,"19","005","0427",80943,80942
"80943","Nuevo Le,"An,"EL NOGAL","0214",4,-100.204166667,27.3005555556,"19","005","0430",80944,80943
"80944","Nuevo Le,"An,"LA PALMA","0192",3,-100.14,27.2213888889,"19","005","0440",80945,80944
